"_time","src_location",conteo
"2025-05-02T14:00:00.000-0300","European Union",1
"2025-05-02T14:00:00.000-0300",Mexico,1
"2025-05-02T14:00:00.000-0300",Netherlands,1
"2025-05-02T14:00:00.000-0300",Singapore,4
"2025-05-02T14:00:00.000-0300","United Kingdom",1
"2025-05-02T14:00:00.000-0300","United States",64
"2025-05-02T14:15:00.000-0300",Argentina,24
"2025-05-02T14:15:00.000-0300",Belgium,2
"2025-05-02T14:15:00.000-0300",Brazil,2
"2025-05-02T14:15:00.000-0300",Bulgaria,1
"2025-05-02T14:15:00.000-0300",Canada,1
"2025-05-02T14:15:00.000-0300",Chile,2
"2025-05-02T14:15:00.000-0300","El Salvador",1
"2025-05-02T14:15:00.000-0300",Germany,1
"2025-05-02T14:15:00.000-0300","Hong Kong",1
"2025-05-02T14:15:00.000-0300","United Kingdom",1
"2025-05-02T14:15:00.000-0300","United States",53
"2025-05-02T14:30:00.000-0300",Argentina,24
"2025-05-02T14:30:00.000-0300",Brazil,3
"2025-05-02T14:30:00.000-0300",Bulgaria,1
"2025-05-02T14:30:00.000-0300",Singapore,4
"2025-05-02T14:30:00.000-0300",Turkey,1
"2025-05-02T14:30:00.000-0300","United States",52
"2025-05-02T14:45:00.000-0300",Argentina,30
"2025-05-02T14:45:00.000-0300",Brazil,1
"2025-05-02T14:45:00.000-0300",Bulgaria,1
"2025-05-02T14:45:00.000-0300",Canada,1
"2025-05-02T14:45:00.000-0300",Germany,1
"2025-05-02T14:45:00.000-0300","Hong Kong",1
"2025-05-02T14:45:00.000-0300",Singapore,1
"2025-05-02T14:45:00.000-0300",Turkey,1
"2025-05-02T14:45:00.000-0300","United Kingdom",1
"2025-05-02T14:45:00.000-0300","United States",45
"2025-05-02T14:45:00.000-0300",Uruguay,1
"2025-05-02T15:00:00.000-0300",Argentina,32
"2025-05-02T15:00:00.000-0300",Brazil,2
"2025-05-02T15:00:00.000-0300",Bulgaria,1
"2025-05-02T15:00:00.000-0300",Canada,2
"2025-05-02T15:00:00.000-0300",Ireland,1
"2025-05-02T15:00:00.000-0300","United Kingdom",4
"2025-05-02T15:00:00.000-0300","United States",61
"2025-05-02T15:15:00.000-0300",Argentina,31
"2025-05-02T15:15:00.000-0300",Brazil,3
"2025-05-02T15:15:00.000-0300",Bulgaria,1
"2025-05-02T15:15:00.000-0300",Canada,2
"2025-05-02T15:15:00.000-0300",Germany,1
"2025-05-02T15:15:00.000-0300",Mexico,1
"2025-05-02T15:15:00.000-0300",Paraguay,1
"2025-05-02T15:15:00.000-0300",Singapore,3
"2025-05-02T15:15:00.000-0300",Turkey,1
"2025-05-02T15:15:00.000-0300","United Kingdom",5
"2025-05-02T15:15:00.000-0300","United States",54
"2025-05-02T15:15:00.000-0300",Uruguay,1
"2025-05-02T15:30:00.000-0300",Argentina,28
"2025-05-02T15:30:00.000-0300",Brazil,4
"2025-05-02T15:30:00.000-0300",Bulgaria,1
"2025-05-02T15:30:00.000-0300",Germany,1
"2025-05-02T15:30:00.000-0300",Mexico,1
"2025-05-02T15:30:00.000-0300",Paraguay,1
"2025-05-02T15:30:00.000-0300",Singapore,2
"2025-05-02T15:30:00.000-0300","United Kingdom",3
"2025-05-02T15:30:00.000-0300","United States",74
"2025-05-02T15:30:00.000-0300",Uruguay,1
"2025-05-02T15:45:00.000-0300",Argentina,35
"2025-05-02T15:45:00.000-0300",Austria,1
"2025-05-02T15:45:00.000-0300",Brazil,3
"2025-05-02T15:45:00.000-0300",Bulgaria,1
"2025-05-02T15:45:00.000-0300",Canada,1
"2025-05-02T15:45:00.000-0300",Paraguay,1
"2025-05-02T15:45:00.000-0300",Singapore,3
"2025-05-02T15:45:00.000-0300","United Kingdom",1
"2025-05-02T15:45:00.000-0300","United States",57
"2025-05-02T16:00:00.000-0300",Argentina,26
"2025-05-02T16:00:00.000-0300",Brazil,1
"2025-05-02T16:00:00.000-0300",Bulgaria,1
"2025-05-02T16:00:00.000-0300",Canada,1
"2025-05-02T16:00:00.000-0300",Chile,2
"2025-05-02T16:00:00.000-0300",Colombia,1
"2025-05-02T16:00:00.000-0300",Germany,3
"2025-05-02T16:00:00.000-0300",Indonesia,1
"2025-05-02T16:00:00.000-0300",Paraguay,2
"2025-05-02T16:00:00.000-0300",Singapore,8
"2025-05-02T16:00:00.000-0300","United Kingdom",2
"2025-05-02T16:00:00.000-0300","United States",44
"2025-05-02T16:15:00.000-0300",Argentina,31
"2025-05-02T16:15:00.000-0300",Brazil,4
"2025-05-02T16:15:00.000-0300",Bulgaria,1
"2025-05-02T16:15:00.000-0300",Canada,11
"2025-05-02T16:15:00.000-0300",Germany,8
"2025-05-02T16:15:00.000-0300","Korea Republic Of",21
"2025-05-02T16:15:00.000-0300",Seychelles,1
"2025-05-02T16:15:00.000-0300",Singapore,3
"2025-05-02T16:15:00.000-0300","United Kingdom",4
"2025-05-02T16:15:00.000-0300","United States",44
"2025-05-02T16:30:00.000-0300",Argentina,27
"2025-05-02T16:30:00.000-0300",Brazil,2
"2025-05-02T16:30:00.000-0300",Bulgaria,1
"2025-05-02T16:30:00.000-0300",Canada,2
"2025-05-02T16:30:00.000-0300",Ecuador,1
"2025-05-02T16:30:00.000-0300",Germany,2
"2025-05-02T16:30:00.000-0300",Paraguay,1
"2025-05-02T16:30:00.000-0300",Singapore,6
"2025-05-02T16:30:00.000-0300","United Kingdom",1
"2025-05-02T16:30:00.000-0300","United States",34
"2025-05-02T16:45:00.000-0300",Argentina,25
"2025-05-02T16:45:00.000-0300",Brazil,2
"2025-05-02T16:45:00.000-0300",Bulgaria,1
"2025-05-02T16:45:00.000-0300",France,1
"2025-05-02T16:45:00.000-0300",Germany,3
"2025-05-02T16:45:00.000-0300","Hong Kong",1
"2025-05-02T16:45:00.000-0300","Korea Republic Of",2
"2025-05-02T16:45:00.000-0300","Russian Federation",2
"2025-05-02T16:45:00.000-0300",Singapore,1
"2025-05-02T16:45:00.000-0300","United Kingdom",1
"2025-05-02T16:45:00.000-0300","United States",42
"2025-05-02T17:00:00.000-0300",Argentina,27
"2025-05-02T17:00:00.000-0300",Brazil,3
"2025-05-02T17:00:00.000-0300",Bulgaria,1
"2025-05-02T17:00:00.000-0300",Canada,2
"2025-05-02T17:00:00.000-0300",Cuba,1
"2025-05-02T17:00:00.000-0300",Germany,3
"2025-05-02T17:00:00.000-0300",Singapore,9
"2025-05-02T17:00:00.000-0300","United Kingdom",2
"2025-05-02T17:00:00.000-0300","United States",57
"2025-05-02T17:15:00.000-0300",Argentina,12
"2025-05-02T17:15:00.000-0300","Bolivia Plurinational State Of",2
"2025-05-02T17:15:00.000-0300",Brazil,2
"2025-05-02T17:15:00.000-0300",Bulgaria,1
"2025-05-02T17:15:00.000-0300",Cuba,1
"2025-05-02T17:15:00.000-0300","Czech Republic",1
"2025-05-02T17:15:00.000-0300",Germany,5
"2025-05-02T17:15:00.000-0300",Singapore,7
"2025-05-02T17:15:00.000-0300",Turkey,1
"2025-05-02T17:15:00.000-0300","United Kingdom",2
"2025-05-02T17:15:00.000-0300","United States",36
"2025-05-02T17:30:00.000-0300",Argentina,32
"2025-05-02T17:30:00.000-0300",Brazil,3
"2025-05-02T17:30:00.000-0300",Bulgaria,1
"2025-05-02T17:30:00.000-0300",Canada,12
"2025-05-02T17:30:00.000-0300",Ecuador,1
"2025-05-02T17:30:00.000-0300",Germany,3
"2025-05-02T17:30:00.000-0300","Russian Federation",1
"2025-05-02T17:30:00.000-0300",Singapore,4
"2025-05-02T17:30:00.000-0300",Sweden,1
"2025-05-02T17:30:00.000-0300",Turkey,1
"2025-05-02T17:30:00.000-0300","United Kingdom",4
"2025-05-02T17:30:00.000-0300","United States",61
"2025-05-02T17:45:00.000-0300",Argentina,25
"2025-05-02T17:45:00.000-0300","Bolivia Plurinational State Of",1
"2025-05-02T17:45:00.000-0300",Brazil,1
"2025-05-02T17:45:00.000-0300",Bulgaria,1
"2025-05-02T17:45:00.000-0300",Germany,1
"2025-05-02T17:45:00.000-0300","Hong Kong",1
"2025-05-02T17:45:00.000-0300",Mexico,2
"2025-05-02T17:45:00.000-0300",Netherlands,2
"2025-05-02T17:45:00.000-0300",Paraguay,1
"2025-05-02T17:45:00.000-0300",Peru,1
"2025-05-02T17:45:00.000-0300",Singapore,7
"2025-05-02T17:45:00.000-0300",Spain,1
"2025-05-02T17:45:00.000-0300",Turkey,1
"2025-05-02T17:45:00.000-0300","United Kingdom",2
"2025-05-02T17:45:00.000-0300","United States",56
"2025-05-02T18:00:00.000-0300",Argentina,28
"2025-05-02T18:00:00.000-0300",Brazil,1
"2025-05-02T18:00:00.000-0300",Bulgaria,1
"2025-05-02T18:00:00.000-0300",Netherlands,1
"2025-05-02T18:00:00.000-0300",Paraguay,1
"2025-05-02T18:00:00.000-0300",Singapore,3
"2025-05-02T18:00:00.000-0300","United Kingdom",3
"2025-05-02T18:00:00.000-0300","United States",40
"2025-05-02T18:15:00.000-0300",Argentina,33
"2025-05-02T18:15:00.000-0300","Bolivia Plurinational State Of",1
"2025-05-02T18:15:00.000-0300",Brazil,1
"2025-05-02T18:15:00.000-0300",Canada,1
"2025-05-02T18:15:00.000-0300",Germany,2
"2025-05-02T18:15:00.000-0300",Netherlands,1
"2025-05-02T18:15:00.000-0300",Singapore,3
"2025-05-02T18:15:00.000-0300","United Kingdom",2
"2025-05-02T18:15:00.000-0300","United States",38
"2025-05-02T18:30:00.000-0300",Argentina,32
"2025-05-02T18:30:00.000-0300",Brazil,1
"2025-05-02T18:30:00.000-0300",Bulgaria,2
"2025-05-02T18:30:00.000-0300",Chile,2
"2025-05-02T18:30:00.000-0300",Germany,2
"2025-05-02T18:30:00.000-0300","Hong Kong",1
"2025-05-02T18:30:00.000-0300",Indonesia,1
"2025-05-02T18:30:00.000-0300",Singapore,1
"2025-05-02T18:30:00.000-0300","United Kingdom",3
"2025-05-02T18:30:00.000-0300","United States",54
"2025-05-02T18:45:00.000-0300",Argentina,32
"2025-05-02T18:45:00.000-0300",Brazil,1
"2025-05-02T18:45:00.000-0300",Colombia,1
"2025-05-02T18:45:00.000-0300",France,1
"2025-05-02T18:45:00.000-0300",Germany,2
"2025-05-02T18:45:00.000-0300",Peru,1
"2025-05-02T18:45:00.000-0300",Singapore,4
"2025-05-02T18:45:00.000-0300","United Kingdom",1
"2025-05-02T18:45:00.000-0300","United States",50
"2025-05-02T19:00:00.000-0300",Argentina,40
"2025-05-02T19:00:00.000-0300",Brazil,3
"2025-05-02T19:00:00.000-0300",Bulgaria,2
"2025-05-02T19:00:00.000-0300",Colombia,1
"2025-05-02T19:00:00.000-0300",France,1
"2025-05-02T19:00:00.000-0300","Hong Kong",1
"2025-05-02T19:00:00.000-0300",Netherlands,2
"2025-05-02T19:00:00.000-0300",Singapore,5
"2025-05-02T19:00:00.000-0300",Switzerland,1
"2025-05-02T19:00:00.000-0300","United Kingdom",4
"2025-05-02T19:00:00.000-0300","United States",43
"2025-05-02T19:15:00.000-0300",Argentina,39
"2025-05-02T19:15:00.000-0300",Brazil,2
"2025-05-02T19:15:00.000-0300",Canada,15
"2025-05-02T19:15:00.000-0300",China,1
"2025-05-02T19:15:00.000-0300",France,1
"2025-05-02T19:15:00.000-0300",Germany,1
"2025-05-02T19:15:00.000-0300",Netherlands,1
"2025-05-02T19:15:00.000-0300",Singapore,2
"2025-05-02T19:15:00.000-0300",Switzerland,1
"2025-05-02T19:15:00.000-0300","United Kingdom",1
"2025-05-02T19:15:00.000-0300","United States",57
"2025-05-02T19:30:00.000-0300",Argentina,35
"2025-05-02T19:30:00.000-0300",Brazil,2
"2025-05-02T19:30:00.000-0300",Bulgaria,2
"2025-05-02T19:30:00.000-0300",France,2
"2025-05-02T19:30:00.000-0300",Germany,2
"2025-05-02T19:30:00.000-0300","Hong Kong",1
"2025-05-02T19:30:00.000-0300",Netherlands,1
"2025-05-02T19:30:00.000-0300",Singapore,7
"2025-05-02T19:30:00.000-0300",Turkey,1
"2025-05-02T19:30:00.000-0300","United Kingdom",3
"2025-05-02T19:30:00.000-0300","United States",49
"2025-05-02T19:30:00.000-0300",Uruguay,1
"2025-05-02T19:45:00.000-0300",Argentina,46
"2025-05-02T19:45:00.000-0300",Brazil,2
"2025-05-02T19:45:00.000-0300",Chile,3
"2025-05-02T19:45:00.000-0300",Finland,1
"2025-05-02T19:45:00.000-0300",France,3
"2025-05-02T19:45:00.000-0300",Germany,5
"2025-05-02T19:45:00.000-0300",Morocco,1
"2025-05-02T19:45:00.000-0300",Singapore,7
"2025-05-02T19:45:00.000-0300","United Kingdom",4
"2025-05-02T19:45:00.000-0300","United States",53
"2025-05-02T20:00:00.000-0300",Argentina,33
"2025-05-02T20:00:00.000-0300",Brazil,1
"2025-05-02T20:00:00.000-0300",Bulgaria,2
"2025-05-02T20:00:00.000-0300",Canada,1
"2025-05-02T20:00:00.000-0300",France,3
"2025-05-02T20:00:00.000-0300",Germany,4
"2025-05-02T20:00:00.000-0300","Hong Kong",1
"2025-05-02T20:00:00.000-0300",Italy,1
"2025-05-02T20:00:00.000-0300",Peru,3
"2025-05-02T20:00:00.000-0300",Singapore,10
"2025-05-02T20:00:00.000-0300","United Kingdom",3
"2025-05-02T20:00:00.000-0300","United States",55
"2025-05-02T20:15:00.000-0300",Argentina,27
"2025-05-02T20:15:00.000-0300",Brazil,1
"2025-05-02T20:15:00.000-0300",Finland,1
"2025-05-02T20:15:00.000-0300",France,2
"2025-05-02T20:15:00.000-0300",Germany,1
"2025-05-02T20:15:00.000-0300","Hong Kong",1
"2025-05-02T20:15:00.000-0300",Singapore,19
"2025-05-02T20:15:00.000-0300","United Kingdom",2
"2025-05-02T20:15:00.000-0300","United States",46
"2025-05-02T20:30:00.000-0300",Argentina,29
"2025-05-02T20:30:00.000-0300",Brazil,1
"2025-05-02T20:30:00.000-0300",Bulgaria,2
"2025-05-02T20:30:00.000-0300",France,2
"2025-05-02T20:30:00.000-0300",Netherlands,1
"2025-05-02T20:30:00.000-0300",Singapore,9
"2025-05-02T20:30:00.000-0300","United Kingdom",2
"2025-05-02T20:30:00.000-0300","United States",44
"2025-05-02T20:45:00.000-0300",Argentina,20
"2025-05-02T20:45:00.000-0300",Brazil,2
"2025-05-02T20:45:00.000-0300",Bulgaria,1
"2025-05-02T20:45:00.000-0300",Canada,5
"2025-05-02T20:45:00.000-0300",France,2
"2025-05-02T20:45:00.000-0300",Germany,1
"2025-05-02T20:45:00.000-0300",Indonesia,1
"2025-05-02T20:45:00.000-0300",Netherlands,1
"2025-05-02T20:45:00.000-0300",Singapore,10
"2025-05-02T20:45:00.000-0300",Turkey,1
"2025-05-02T20:45:00.000-0300","United Kingdom",1
"2025-05-02T20:45:00.000-0300","United States",46
"2025-05-02T21:00:00.000-0300",Argentina,25
"2025-05-02T21:00:00.000-0300",Austria,1
"2025-05-02T21:00:00.000-0300",Brazil,3
"2025-05-02T21:00:00.000-0300",Bulgaria,1
"2025-05-02T21:00:00.000-0300",Canada,1
"2025-05-02T21:00:00.000-0300",China,1
"2025-05-02T21:00:00.000-0300",Finland,1
"2025-05-02T21:00:00.000-0300",France,2
"2025-05-02T21:00:00.000-0300",Germany,1
"2025-05-02T21:00:00.000-0300","Hong Kong",1
"2025-05-02T21:00:00.000-0300",Singapore,6
"2025-05-02T21:00:00.000-0300","United Kingdom",5
"2025-05-02T21:00:00.000-0300","United States",42
"2025-05-02T21:15:00.000-0300",Argentina,22
"2025-05-02T21:15:00.000-0300",Brazil,2
"2025-05-02T21:15:00.000-0300",Bulgaria,1
"2025-05-02T21:15:00.000-0300",Canada,1
"2025-05-02T21:15:00.000-0300",Finland,1
"2025-05-02T21:15:00.000-0300",Germany,1
"2025-05-02T21:15:00.000-0300","Hong Kong",1
"2025-05-02T21:15:00.000-0300",Singapore,5
"2025-05-02T21:15:00.000-0300",Turkey,1
"2025-05-02T21:15:00.000-0300","United Kingdom",1
"2025-05-02T21:15:00.000-0300","United States",45
"2025-05-02T21:30:00.000-0300",Argentina,23
"2025-05-02T21:30:00.000-0300",Brazil,2
"2025-05-02T21:30:00.000-0300",Bulgaria,1
"2025-05-02T21:30:00.000-0300",Canada,1
"2025-05-02T21:30:00.000-0300",Germany,1
"2025-05-02T21:30:00.000-0300","Russian Federation",1
"2025-05-02T21:30:00.000-0300",Singapore,3
"2025-05-02T21:30:00.000-0300","United Kingdom",2
"2025-05-02T21:30:00.000-0300","United States",47
"2025-05-02T21:45:00.000-0300",Argentina,26
"2025-05-02T21:45:00.000-0300",Brazil,3
"2025-05-02T21:45:00.000-0300",Finland,1
"2025-05-02T21:45:00.000-0300",France,1
"2025-05-02T21:45:00.000-0300","Hong Kong",1
"2025-05-02T21:45:00.000-0300",Singapore,11
"2025-05-02T21:45:00.000-0300",Sweden,1
"2025-05-02T21:45:00.000-0300","United Kingdom",3
"2025-05-02T21:45:00.000-0300","United States",41
"2025-05-02T22:00:00.000-0300",Argentina,25
"2025-05-02T22:00:00.000-0300",Austria,1
"2025-05-02T22:00:00.000-0300",Brazil,1
"2025-05-02T22:00:00.000-0300",Bulgaria,1
"2025-05-02T22:00:00.000-0300",Canada,2
"2025-05-02T22:00:00.000-0300","European Union",1
"2025-05-02T22:00:00.000-0300",Finland,1
"2025-05-02T22:00:00.000-0300",Germany,1
"2025-05-02T22:00:00.000-0300","Hong Kong",1
"2025-05-02T22:00:00.000-0300",Norway,1
"2025-05-02T22:00:00.000-0300",Singapore,10
"2025-05-02T22:00:00.000-0300","United Kingdom",1
"2025-05-02T22:00:00.000-0300","United States",52
"2025-05-02T22:15:00.000-0300",Argentina,24
"2025-05-02T22:15:00.000-0300",Brazil,1
"2025-05-02T22:15:00.000-0300",Finland,1
"2025-05-02T22:15:00.000-0300",Germany,9
"2025-05-02T22:15:00.000-0300",Paraguay,1
"2025-05-02T22:15:00.000-0300",Singapore,15
"2025-05-02T22:15:00.000-0300","United States",48
"2025-05-02T22:30:00.000-0300",Argentina,18
"2025-05-02T22:30:00.000-0300",Brazil,2
"2025-05-02T22:30:00.000-0300",Bulgaria,1
"2025-05-02T22:30:00.000-0300",Canada,14
"2025-05-02T22:30:00.000-0300",China,1
"2025-05-02T22:30:00.000-0300",Ecuador,1
"2025-05-02T22:30:00.000-0300",Finland,1
"2025-05-02T22:30:00.000-0300",Germany,3
"2025-05-02T22:30:00.000-0300",Singapore,11
"2025-05-02T22:30:00.000-0300","United Kingdom",2
"2025-05-02T22:30:00.000-0300","United States",55
"2025-05-02T22:45:00.000-0300",Argentina,18
"2025-05-02T22:45:00.000-0300",Brazil,1
"2025-05-02T22:45:00.000-0300",Canada,1
"2025-05-02T22:45:00.000-0300",Ecuador,1
"2025-05-02T22:45:00.000-0300",Germany,2
"2025-05-02T22:45:00.000-0300",Poland,1
"2025-05-02T22:45:00.000-0300",Singapore,5
"2025-05-02T22:45:00.000-0300",Turkey,1
"2025-05-02T22:45:00.000-0300","United States",55
"2025-05-02T23:00:00.000-0300",Argentina,18
"2025-05-02T23:00:00.000-0300",Brazil,1
"2025-05-02T23:00:00.000-0300",Bulgaria,1
"2025-05-02T23:00:00.000-0300",Canada,1
"2025-05-02T23:00:00.000-0300","European Union",1
"2025-05-02T23:00:00.000-0300",France,1
"2025-05-02T23:00:00.000-0300",Poland,1
"2025-05-02T23:00:00.000-0300","Russian Federation",4
"2025-05-02T23:00:00.000-0300",Singapore,15
"2025-05-02T23:00:00.000-0300","United Kingdom",2
"2025-05-02T23:00:00.000-0300","United States",50
"2025-05-02T23:15:00.000-0300",Argentina,18
"2025-05-02T23:15:00.000-0300",Brazil,1
"2025-05-02T23:15:00.000-0300",Canada,2
"2025-05-02T23:15:00.000-0300",Germany,3
"2025-05-02T23:15:00.000-0300","Hong Kong",1
"2025-05-02T23:15:00.000-0300",Poland,1
"2025-05-02T23:15:00.000-0300",Singapore,15
"2025-05-02T23:15:00.000-0300","United States",41
"2025-05-02T23:30:00.000-0300",Argentina,18
"2025-05-02T23:30:00.000-0300",Brazil,1
"2025-05-02T23:30:00.000-0300",Bulgaria,1
"2025-05-02T23:30:00.000-0300",Canada,10
"2025-05-02T23:30:00.000-0300",Finland,1
"2025-05-02T23:30:00.000-0300",France,1
"2025-05-02T23:30:00.000-0300",Germany,5
"2025-05-02T23:30:00.000-0300",Mexico,1
"2025-05-02T23:30:00.000-0300",Poland,1
"2025-05-02T23:30:00.000-0300",Singapore,14
"2025-05-02T23:30:00.000-0300","United Kingdom",1
"2025-05-02T23:30:00.000-0300","United States",44
"2025-05-02T23:45:00.000-0300",Argentina,31
"2025-05-02T23:45:00.000-0300",Brazil,2
"2025-05-02T23:45:00.000-0300",Colombia,1
"2025-05-02T23:45:00.000-0300","Czech Republic",1
"2025-05-02T23:45:00.000-0300",Ecuador,2
"2025-05-02T23:45:00.000-0300",Germany,4
"2025-05-02T23:45:00.000-0300",Paraguay,1
"2025-05-02T23:45:00.000-0300","United Kingdom",2
"2025-05-02T23:45:00.000-0300","United States",47
"2025-05-03T00:00:00.000-0300",Argentina,28
"2025-05-03T00:00:00.000-0300",Brazil,1
"2025-05-03T00:00:00.000-0300",Bulgaria,1
"2025-05-03T00:00:00.000-0300",Ecuador,1
"2025-05-03T00:00:00.000-0300",Germany,2
"2025-05-03T00:00:00.000-0300",Poland,1
"2025-05-03T00:00:00.000-0300","United Kingdom",2
"2025-05-03T00:00:00.000-0300","United States",69
"2025-05-03T00:15:00.000-0300",Argentina,20
"2025-05-03T00:15:00.000-0300",Brazil,2
"2025-05-03T00:15:00.000-0300",Canada,1
"2025-05-03T00:15:00.000-0300",Germany,1
"2025-05-03T00:15:00.000-0300","Hong Kong",1
"2025-05-03T00:15:00.000-0300",Poland,1
"2025-05-03T00:15:00.000-0300",Seychelles,1
"2025-05-03T00:15:00.000-0300",Singapore,1
"2025-05-03T00:15:00.000-0300","United Kingdom",1
"2025-05-03T00:15:00.000-0300","United States",52
"2025-05-03T00:30:00.000-0300",Argentina,16
"2025-05-03T00:30:00.000-0300",Brazil,1
"2025-05-03T00:30:00.000-0300",Bulgaria,1
"2025-05-03T00:30:00.000-0300",France,2
"2025-05-03T00:30:00.000-0300",Germany,2
"2025-05-03T00:30:00.000-0300",Panama,1
"2025-05-03T00:30:00.000-0300",Paraguay,1
"2025-05-03T00:30:00.000-0300",Singapore,7
"2025-05-03T00:30:00.000-0300",Turkey,1
"2025-05-03T00:30:00.000-0300","United Kingdom",2
"2025-05-03T00:30:00.000-0300","United States",39
"2025-05-03T00:45:00.000-0300",Argentina,9
"2025-05-03T00:45:00.000-0300",Brazil,2
"2025-05-03T00:45:00.000-0300",Canada,1
"2025-05-03T00:45:00.000-0300",Ecuador,1
"2025-05-03T00:45:00.000-0300",Germany,2
"2025-05-03T00:45:00.000-0300",Paraguay,1
"2025-05-03T00:45:00.000-0300",Singapore,1
"2025-05-03T00:45:00.000-0300",Turkey,1
"2025-05-03T00:45:00.000-0300","United Kingdom",1
"2025-05-03T00:45:00.000-0300","United States",58
"2025-05-03T01:00:00.000-0300",Argentina,7
"2025-05-03T01:00:00.000-0300",Brazil,1
"2025-05-03T01:00:00.000-0300",Bulgaria,1
"2025-05-03T01:00:00.000-0300","Czech Republic",1
"2025-05-03T01:00:00.000-0300",Germany,3
"2025-05-03T01:00:00.000-0300",Singapore,1
"2025-05-03T01:00:00.000-0300",Spain,1
"2025-05-03T01:00:00.000-0300",Turkey,1
"2025-05-03T01:00:00.000-0300","United States",49
"2025-05-03T01:15:00.000-0300",Argentina,12
"2025-05-03T01:15:00.000-0300",Brazil,1
"2025-05-03T01:15:00.000-0300",Canada,14
"2025-05-03T01:15:00.000-0300",France,2
"2025-05-03T01:15:00.000-0300","Hong Kong",2
"2025-05-03T01:15:00.000-0300",Ireland,1
"2025-05-03T01:15:00.000-0300",Japan,1
"2025-05-03T01:15:00.000-0300","Korea Republic Of",1
"2025-05-03T01:15:00.000-0300",Singapore,7
"2025-05-03T01:15:00.000-0300","United States",57
"2025-05-03T01:30:00.000-0300",Argentina,12
"2025-05-03T01:30:00.000-0300",Brazil,1
"2025-05-03T01:30:00.000-0300",Bulgaria,1
"2025-05-03T01:30:00.000-0300",Canada,1
"2025-05-03T01:30:00.000-0300",China,7
"2025-05-03T01:30:00.000-0300",Germany,1
"2025-05-03T01:30:00.000-0300","Russian Federation",1
"2025-05-03T01:30:00.000-0300",Seychelles,1
"2025-05-03T01:30:00.000-0300",Singapore,7
"2025-05-03T01:30:00.000-0300",Turkey,1
"2025-05-03T01:30:00.000-0300","United Kingdom",2
"2025-05-03T01:30:00.000-0300","United States",47
"2025-05-03T01:45:00.000-0300",Argentina,8
"2025-05-03T01:45:00.000-0300",Brazil,1
"2025-05-03T01:45:00.000-0300",China,1
"2025-05-03T01:45:00.000-0300",Ireland,1
"2025-05-03T01:45:00.000-0300",Singapore,4
"2025-05-03T01:45:00.000-0300","United Kingdom",2
"2025-05-03T01:45:00.000-0300","United States",46
"2025-05-03T02:00:00.000-0300",Argentina,11
"2025-05-03T02:00:00.000-0300",Brazil,1
"2025-05-03T02:00:00.000-0300",Bulgaria,1
"2025-05-03T02:00:00.000-0300",Canada,1
"2025-05-03T02:00:00.000-0300",China,1
"2025-05-03T02:00:00.000-0300","Hong Kong",1
"2025-05-03T02:00:00.000-0300",Peru,1
"2025-05-03T02:00:00.000-0300",Turkey,1
"2025-05-03T02:00:00.000-0300","United Kingdom",1
